video_file,person,start_seconds,end_seconds,molly_eng_level,nana_eng_level,avg_eng_level,round_avg_eng_level
F1_Interaction_1,P2 (older girl),315.0,320.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),320.0,325.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),325.0,330.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),330.0,335.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),335.0,340.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),340.0,345.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),345.0,350.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),350.0,355.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),355.0,360.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),360.0,365.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P2 (older girl),365.0,370.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),370.0,375.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),375.0,380.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),380.0,385.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),385.0,390.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),390.0,395.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),395.0,400.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),400.0,405.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),405.0,410.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),410.0,415.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),415.0,420.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),420.0,425.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),425.0,430.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),430.0,435.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),435.0,440.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),440.0,445.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),445.0,450.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),450.0,455.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),455.0,460.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),460.0,465.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),465.0,470.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),470.0,475.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),475.0,480.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),480.0,485.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),485.0,490.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),490.0,495.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),495.0,500.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),500.0,505.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),505.0,510.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),510.0,515.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),515.0,520.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),520.0,525.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),525.0,530.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P2 (older girl),530.0,535.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),535.0,540.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),540.0,545.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),545.0,550.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),550.0,555.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P2 (older girl),555.0,560.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),560.0,565.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),565.0,570.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),570.0,575.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),575.0,580.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),580.0,585.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),585.0,590.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P2 (older girl),590.0,595.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P2 (older girl),595.0,600.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),600.0,605.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),605.0,610.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),610.0,615.0,2.0,1.0,1.5,2.0
F1_Interaction_1,P2 (older girl),615.0,620.0,2.0,1.0,1.5,2.0
F1_Interaction_1,P2 (older girl),620.0,625.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),625.0,630.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),630.0,635.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),635.0,640.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),640.0,645.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),645.0,650.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),650.0,655.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),655.0,660.0,4.0,4.0,4.0,4.0
F1_Interaction_1,P2 (older girl),660.0,665.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),665.0,670.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),670.0,675.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),675.0,680.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),680.0,685.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),685.0,690.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),690.0,695.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),695.0,700.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),700.0,705.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),705.0,710.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),710.0,715.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),715.0,720.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),720.0,725.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),725.0,730.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),730.0,735.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),735.0,740.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),740.0,745.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),745.0,750.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),750.0,755.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),755.0,760.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),760.0,765.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),765.0,770.0,2.0,1.0,1.5,2.0
F1_Interaction_1,P2 (older girl),770.0,775.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),775.0,780.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),780.0,785.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),785.0,790.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),790.0,795.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),795.0,800.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),800.0,805.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),805.0,810.0,2.0,4.0,3.0,3.0
F1_Interaction_1,P2 (older girl),810.0,815.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),815.0,820.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),820.0,825.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),825.0,830.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),830.0,835.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),835.0,840.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P2 (older girl),840.0,845.0,2.0,1.0,1.5,2.0
F1_Interaction_1,P2 (older girl),845.0,850.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P2 (older girl),850.0,855.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),855.0,860.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),860.0,865.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),865.0,870.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),870.0,875.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),875.0,880.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),880.0,885.0,4.0,4.0,4.0,4.0
F1_Interaction_1,P2 (older girl),885.0,890.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),890.0,895.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),895.0,900.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),900.0,905.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),905.0,910.0,3.0,1.0,2.0,2.0
F1_Interaction_1,P2 (older girl),910.0,915.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),915.0,920.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),920.0,925.0,4.0,3.0,3.5,4.0
F1_Interaction_1,P2 (older girl),925.0,930.0,4.0,3.0,3.5,4.0
F1_Interaction_1,P2 (older girl),930.0,935.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),935.0,940.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),940.0,945.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),945.0,950.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),950.0,955.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),955.0,960.0,4.0,4.0,4.0,4.0
F1_Interaction_1,P2 (older girl),960.0,965.0,4.0,4.0,4.0,4.0
F1_Interaction_1,P2 (older girl),965.0,970.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),970.0,975.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),975.0,980.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),980.0,985.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),985.0,990.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),990.0,995.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),995.0,1000.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1000.0,1005.0,4.0,4.0,4.0,4.0
F1_Interaction_1,P2 (older girl),1005.0,1010.0,3.0,4.0,3.5,4.0
F1_Interaction_1,P2 (older girl),1010.0,1015.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),1015.0,1020.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),1020.0,1025.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1025.0,1030.0,4.0,3.0,3.5,4.0
F1_Interaction_1,P2 (older girl),1030.0,1035.0,4.0,2.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1035.0,1040.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1040.0,1045.0,3.0,2.0,2.5,2.0
F1_Interaction_1,P2 (older girl),1045.0,1050.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1050.0,1055.0,4.0,3.0,3.5,4.0
F1_Interaction_1,P2 (older girl),1055.0,1060.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P2 (older girl),1060.0,1065.0,3.0,3.0,3.0,3.0
F1_Interaction_1,P1 (younger girl),0.0,5.0,4.0,1.0,2.5,2.0
F1_Interaction_1,P1 (younger girl),5.0,10.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),10.0,15.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),15.0,20.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),20.0,25.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),25.0,30.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),30.0,35.0,1.0,-1.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),35.0,40.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),40.0,45.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),45.0,50.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),50.0,55.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),55.0,60.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),60.0,65.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),65.0,70.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),70.0,75.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),75.0,80.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),80.0,85.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),85.0,90.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),90.0,95.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),95.0,100.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),100.0,105.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),105.0,110.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),110.0,115.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),115.0,120.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),120.0,125.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),125.0,130.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),130.0,135.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),135.0,140.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),140.0,145.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),145.0,150.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),150.0,155.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),155.0,160.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),160.0,165.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),165.0,170.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),170.0,175.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),175.0,180.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),180.0,185.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),185.0,190.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),190.0,195.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),195.0,200.0,0.0,,0.0,0.0
F1_Interaction_1,P1 (younger girl),200.0,205.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),205.0,210.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),210.0,215.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),215.0,220.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),220.0,225.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),225.0,230.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),230.0,235.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),235.0,240.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),240.0,245.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),245.0,250.0,0.0,,0.0,0.0
F1_Interaction_1,P1 (younger girl),250.0,255.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),255.0,260.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),260.0,265.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),265.0,270.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),270.0,275.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),275.0,280.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),280.0,285.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),285.0,290.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),290.0,295.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),295.0,300.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),300.0,305.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),305.0,310.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),310.0,315.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),315.0,320.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),320.0,325.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),325.0,330.0,0.0,-1.0,-0.5,-0.0
F1_Interaction_1,P1 (younger girl),330.0,335.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),335.0,340.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),340.0,345.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),345.0,350.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),350.0,355.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),355.0,360.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),360.0,365.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),365.0,370.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P1 (younger girl),370.0,375.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),375.0,380.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),380.0,385.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),385.0,390.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),390.0,395.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P1 (younger girl),395.0,400.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),400.0,405.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),405.0,410.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),410.0,415.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),415.0,420.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),420.0,425.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),425.0,430.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),430.0,435.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),435.0,440.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),440.0,445.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),445.0,450.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),450.0,455.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),455.0,460.0,2.0,3.0,2.5,2.0
F1_Interaction_1,P1 (younger girl),460.0,465.0,2.0,2.0,2.0,2.0
F1_Interaction_1,P1 (younger girl),465.0,470.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),470.0,475.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),475.0,480.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),480.0,485.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),485.0,490.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),490.0,495.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),495.0,500.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),500.0,505.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),505.0,510.0,1.0,2.0,1.5,2.0
F1_Interaction_1,P1 (younger girl),510.0,515.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),515.0,520.0,1.0,1.0,1.0,1.0
F1_Interaction_1,P1 (younger girl),520.0,525.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),525.0,530.0,0.0,1.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),530.0,535.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),535.0,540.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),540.0,545.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),545.0,550.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),550.0,555.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),555.0,560.0,0.0,0.0,0.0,0.0
F1_Interaction_1,P1 (younger girl),560.0,565.0,1.0,0.0,0.5,0.0
F1_Interaction_1,P1 (younger girl),565.0,570.0,0.0,0.0,0.0,0.0
